2018-03-29#php#3,17-19
2018-03-30#php#3,20-21
2018-03-31#php#4,1-3
2018-04-01#php#4,4-5
2018-04-02#php#4,6-7
2018-04-03#php#4,8-9
2018-04-04#php#4,10-12
2018-04-05#php#4,13-14
2018-04-06#php#4,15-17
2018-04-07#php#4,18-20
2018-04-08#php#4,21-23
2018-04-09#col#1,1-3
2018-04-10#col#1,4-8
2018-04-11#col#1,9-11
2018-04-12#col#1,12-14
2018-04-13#col#1,15-18
2018-04-14#col#1,19-21
2018-04-15#col#1,22-25
2018-04-16#col#1,26-29
2018-04-17#col#2,1-4
2018-04-18#col#2,5-7
2018-04-19#col#2,8-9
2018-04-20#col#2,10-12
2018-04-21#col#2,13-15
2018-04-22#col#2,16-17
2018-04-23#col#2,18-19
2018-04-24#col#2,20-23
2018-04-25#col#3,1-4
2018-04-26#col#3,5-8
2018-04-27#col#3,9-11
2018-04-28#col#3,12-13
2018-04-29#col#3,14-15
2018-04-30#col#3,16
2018-05-01#col#3,17
2018-05-02#col#3,18-20
2018-05-03#col#3,21-22
2018-05-04#col#3,23-25
2018-05-05#col#4,1-4
2018-05-06#col#4,5-6
2018-05-07#col#4,7-11
2018-05-08#col#4,12-15
2018-05-09#col#4,16-18
2018-05-10#luk#1,1-10
2018-05-11#luk#1,11-17
2018-05-12#luk#1,18-25
2018-05-13#luk#1,26-33
2018-05-14#luk#1,34-38
2018-05-15#luk#1,39-45
2018-05-16#luk#1,46-56
2018-05-17#luk#1,57-66
2018-05-18#luk#1,67-75
2018-05-19#luk#1,76-80
2018-05-20#luk#2,1-7
2018-05-21#luk#2,8-14
2018-05-22#luk#2,15-20
2018-05-23#luk#2,21-24
2018-05-24#luk#2,25-35
2018-05-25#luk#2,36-40
2018-05-26#luk#2,41-52
2018-05-27#luk#3,1-11
2018-05-28#luk#3,12-20
2018-05-29#luk#3,21-38
2018-05-30#luk#4,1-8
2018-05-31#luk#4,9-13
2018-06-01#luk#4,14-22
2018-06-02#luk#4,23-30
2018-06-03#luk#4,31-37
2018-06-04#luk#4,38-44
2018-06-05#luk#5,1-11
2018-06-06#luk#5,12-16
2018-06-07#luk#5,17-26
2018-06-08#luk#5,27-32
2018-06-09#luk#5,33-39
2018-06-10#luk#6,1-5
2018-06-11#luk#6,6-11
2018-06-12#luk#6,12-19
2018-06-13#luk#6,20-26
2018-06-14#luk#6,27-31
2018-06-15#luk#6,32-35
2018-06-16#luk#6,36-38
2018-06-17#luk#6,39-45
2018-06-18#luk#6,46-49
2018-06-19#luk#7,1-10
2018-06-20#luk#7,11-17
2018-06-21#luk#7,18-23
2018-06-22#luk#7,24-29
2018-06-23#luk#7,30-35
2018-06-24#luk#7,36-43
2018-06-25#luk#7,44-50
2018-06-26#luk#8,1-10
2018-06-27#luk#8,11-18
2018-06-28#luk#8,19-21
2018-06-29#luk#8,22-25
2018-06-30#luk#8,26-35
2018-07-01#luk#8,36_39
2018-07-02#luk#8,40-48
2018-07-03#luk#8,49-56
2018-07-04#luk#9,1-10
2018-07-05#luk#9,11-17
2018-07-06#luk#9,18-27
2018-07-07#luk#9,28-36
2018-07-08#luk#9,37-45
2018-07-09#luk#9,46-50
2018-07-10#luk#9,51-56
2018-07-11#luk#9,57-62
2018-07-12#luk#10,1-12
2018-07-13#luk#10,13-20
2018-07-14#luk#10,21-24
2018-07-15#luk#10,25-37
2018-07-16#luk#10,38-42
2018-07-17#luk#11,1-4
2018-07-18#luk#11,5-13
2018-07-19#luk#11,14-23
2018-07-20#luk#11,24-28
2018-07-21#luk#11,29-36
2018-07-22#luk#11,37-44
2018-07-23#luk#11,45-54
2018-07-24#luk#12,1-5
2018-07-25#luk#12,6-12
2018-07-26#luk#12,13-21
2018-07-27#luk#12,22-28
2018-07-28#luk#12,29-34
2018-07-29#luk#12,35-40
2018-07-30#luk#12,41-48
2018-07-31#luk#12,49-53
2018-08-01#luk#12,54-59
2018-08-02#luk#13,1-9
2018-08-03#luk#13,10-17
2018-08-04#luk#13,18-21
2018-08-05#luk#13,22-30
2018-08-06#luk#13,31-35
2018-08-07#luk#14,1-6
2018-08-08#luk#14,7-14
2018-08-09#luk#14,15-24
2018-08-10#luk#14,25-35
2018-08-11#luk#15,1-7
2018-08-12#luk#15,8-10
2018-08-13#luk#15,11-20
2018-08-14#luk#15,21-32
2018-08-15#luk#16,1-12
2018-08-16#luk#16,13-18
2018-08-17#luk#16,19-31
2018-08-18#luk#17,1-6
2018-08-19#luk#17,7-10
2018-08-20#luk#17,11-19
2018-08-21#luk#17,20-25
2018-08-22#luk#17,26-32
2018-08-23#luk#17,33-37
2018-08-24#luk#18,1-8
2018-08-25#luk#18,9-14
2018-08-26#luk#18,15-17
2018-08-27#luk#18,18-25
2018-08-28#luk#18,26-30
2018-08-29#luk#18,31-34
2018-08-30#luk#18,35-43
2018-08-31#luk#19,1-10
2018-09-01#luk#19,11-19
2018-09-02#luk#19,20-27
2018-09-03#luk#19,28-40
2018-09-04#luk#19,41-46
2018-09-05#luk#20,1-8
2018-09-06#luk#20,9-19
2018-09-07#luk#20,20-26
2018-09-08#luk#20,27-40
2018-09-09#luk#20,41-47
2018-09-10#luk#21,1-4
2018-09-11#luk#21,5-9
2018-09-12#luk#21,10-15
2018-09-13#luk#21,16-22
2018-09-14#luk#21,23-28
2018-09-15#luk#21,29-33
2018-09-16#luk#21,34-38
2018-09-17#luk#22,1-6
2018-09-18#luk#22,7-16
2018-09-19#luk#22,17-23
2018-09-20#luk#22,24-32
2018-09-21#luk#22,33-38
2018-09-22#luk#22,39-46
2018-09-23#luk#22,47-53
2018-09-24#luk#22,54-62
2018-09-25#luk#22,63-71
2018-09-26#luk#23,1-7
2018-09-27#luk#23,8-12
2018-09-28#luk#23,13-25
2018-09-29#luk#23,26-32
2018-09-30#luk#23,33-38
2018-10-01#luk#23,39-43
2018-10-02#luk#23,44-49
2018-10-03#luk#23,50-56
2018-10-04#luk#24,1-12
2018-10-05#luk#24,13-21
2018-10-06#luk#24,22-29
2018-10-07#luk#24,30-35
2018-10-08#luk#24,36-43
2018-10-09#luk#24,44-49
2018-10-10#luk#24,50-53
2018-10-11#jas#1,1-4
2018-10-12#jas#1,5-7
2018-10-13#jas#1,8-12
2018-10-14#jas#1,13-16
2018-10-15#jas#1,17-18
2018-10-16#jas#1,19-21
2018-10-17#jas#1,22-25
2018-10-18#jas#1,26-27
2018-10-19#jas#2,1-5
2018-10-20#jas#2,6-9
2018-10-21#jas#2,10-13
2018-10-22#jas#2,14-17
2018-10-23#jas#2,18-22
2018-10-24#jas#2,23-26
2018-10-25#jas#3,1-5
2018-10-26#jas#3,6-10
2018-10-27#jas#3,11-12
2018-10-28#jas#3,13-16
2018-10-29#jas#3,17-18
2018-10-30#jas#4,1-4
2018-10-31#jas#4,5-6
2018-11-01#jas#4,7-8
2018-11-02#jas#4,9-12
2018-11-03#jas#4,13-17
2018-11-04#jas#5,1-6
2018-11-05#jas#5,7-8
2018-11-06#jas#5,9-10
2018-11-07#jas#5,11-12
2018-11-08#jas#5,13-16
2018-11-09#jas#5,17-20
2018-11-10#1pe#1,1-2
2018-11-11#1pe#1,3-7
2018-11-12#1pe#1,8-12
2018-11-13#1pe#1,13-16
2018-11-14#1pe#1,17-21
2018-11-15#1pe#1,22-23
2018-11-16#1pe#1,24-25
2018-11-17#1pe#2,1-3
2018-11-18#1pe#2,4-5
2018-11-19#1pe#2,6-8
2018-11-20#1pe#2,9-10
2018-11-21#1pe#2,11-12
2018-11-22#1pe#2,13-16
2018-11-23#1pe#2,15-16
2018-11-24#1pe#2,17-20
2018-11-25#1pe#2,21-25
2018-11-26#1pe#3,1-4
2018-11-27#1pe#3,5-7
2018-11-28#1pe#3,8-9
2018-11-29#1pe#3,10-11
2018-11-30#1pe#3,12-14
2018-12-01#1pe#3,15-17
2018-12-02#1pe#3,18-22
2018-12-03#1pe#4,1-3
2018-12-04#1pe#4,4-8
2018-12-05#1pe#4,9-11
2018-12-06#1pe#4,12-14
2018-12-07#1pe#4,15-16
2018-12-08#1pe#4,17-19
2018-12-09#1pe#5,1-5
2018-12-10#1pe#5,6-7
2018-12-11#1pe#5,8-9
2018-12-12#1pe#5,10-11
2018-12-13#1pe#5,12-14
2018-12-14#2pe#1,1-4
2018-12-15#2pe#1,5-9
2018-12-16#2pe#1,10-11
2018-12-17#2pe#1,12-15
2018-12-18#2pe#1,16-18
2018-12-19#2pe#1,19-21
2018-12-20#2pe#2,1-5
2018-12-21#2pe#2,6-8
2018-12-22#2pe#2,9-12
2018-12-23#2pe#2,13-17
2018-12-24#2pe#2,18-19
2018-12-25#2pe#2,20-22
2018-12-26#2pe#3,1-3
2018-12-27#2pe#3,4-8
2018-12-28#2pe#3,9-10
2018-12-29#2pe#3,11-13
2018-12-30#2pe#3,14-16
2018-12-31#2pe#3,17-18
